Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
Bert Kreischer: Razzle Dazzle,Yes,2023-03-14,8300000,1614.0,7.0,"['Documentary', 'Comedy']","escape room,tv special,stand up comedy,stand up comedy special","It follows Bert Kreischer as he spills on bodily emissions, being bullied by his kids and the end to his family&apos;s escape room outing."
Blood & Water: Season 2,Yes,2021-09-24,8300000,576932.0,8.0,"['Adventure', 'Drama', 'Thriller']","sierra leone,africa,diamond,blood diamonds,civil war",
Dirty John: John Meehan,No,2019-02-14,8300000,23778.0,7.3,"['Crime', 'Drama']","based on podcast,true crime,con man,1980s,ugly divorce",
Hellbound: Season 1 // 지옥: 시즌 1,Yes,2021-11-19,8300000,,,,,
Marcella: Season 1,Yes,2016-07-01,8300000,,,,,
One Day at a Time: Season 1,Yes,2017-01-06,8300000,30.0,9.7,"['Documentary', 'Drama']","reenactment,woman,young","One Second at a Time is a documentary about addiction and recovery, told through the story of Christine Ortoll, a young woman who fought, and ultimately lost, a ten-year battle with mental illness and substance use disorder via ov..."
Outlaw King,Yes,2018-11-09,8300000,78918.0,6.9,"['Action', 'Biography', 'Drama']","scotland,scottish independence,medieval times,warfare,male full frontal nudity",A true David vs. Goliath story of how the 14th century Scottish &apos;Outlaw King&apos; Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.
Paddington (2014),No,,8300000,128726.0,7.3,"['Adventure', 'Comedy', 'Family']","bear,paddington station london,talking bear,taxidermist,title spoken by character","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven."
Pokémon Journeys: The Series // ポケットモンスター,No,,8300000,432.0,7.6,"['Animation', 'Action', 'Adventure']",comic,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they&apos;re on a journey to adventure."
Resort to Love,Yes,2021-07-29,8300000,6619.0,5.7,"['Comedy', 'Romance']","love,entertainment,island,resort,vacation","Erica, who ends up as the entertainment at her ex-fiancé&apos;s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown."
Resurrection: Ertugrul: Season 2 // Diriliş: Ertuğrul: 2. Sezon,No,,8300000,39271.0,7.9,"['Action', 'Adventure', 'Drama']","1200s,ottoman history,turkish history,turkish culture,glorification","The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire."
Richie Rich: Season 1,Yes,2015-02-20,8300000,,,,,
She was pretty: Season 1 // 그녀는 예뻤다: 시즌 1,No,,8300000,241.0,3.4,['Horror'],"vacation gone wrong,title directed by female,stalker,torture,serial killer","Valerie Vestron, is looking for a vacation from her life. Her friends have a plan to get her out of the house and get her to a secluded cabin. They plan to throwback some beer, and unwind, for the weekend, but they get more than t..."
Supernatural (2005): Season 15,No,,8300000,,,,,
The Hitman’s Bodyguard,No,2017-08-25,8300000,243309.0,6.9,"['Action', 'Comedy', 'Crime']","bodyguard,interpol,chase,hitman,singing in a car","One of the world&apos;s top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time."
The Midnight Sky,Yes,2020-12-23,8300000,87857.0,5.7,"['Adventure', 'Drama', 'Sci-Fi']","spaceship,scientist,survival,space adventure,astronaut","This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe."
Welcome to Waikiki // 으라차차 와이키키,Yes,,8300000,12.0,6.7,"['Documentary', 'Biography', 'Music']",,
Abby Hatcher: Season 1,No,,8200000,,,,,
Aftermath (2021),No,,8200000,18378.0,5.3,"['Drama', 'Horror', 'Mystery']","crime scene cleanup,murder scene,marriage counseling,infidelity,hiding in the basement","A young couple struggling to stay together, when they are offered an amazing deal on a home with a questionable past that would normally be beyond their means. In a final attempt to start fresh as a couple they take the deal."
Assassin's Creed,No,,8200000,206685.0,5.6,"['Action', 'Adventure', 'Sci-Fi']","based on video game,assassin,secret society,spain,spanish inquisition","Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society."
Bread Barbershop: Season 2,Yes,,8200000,215.0,6.8,"['Animation', 'Comedy', 'Family']","barbershop,hair salon,money,counting money,bread","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
Dawn of the Croods: Season 4,No,2017-07-07,8200000,,,"['Documentary', 'Short']",,
Haikyu!! // ハイキュー!!,No,,8200000,,,,,
Holy Family: Season 1 // Sagrada familia: Season 1,Yes,2022-10-14,8200000,105.0,8.0,"['Short', 'Drama']",,A behind the scenes look at the new agents of NCIS.
Killer Sally: Limited Series,Yes,2022-11-02,8200000,,,,,
Life After Death with Tyler Henry: Season 1,Yes,2022-03-11,8200000,1227.0,6.2,['Reality-TV'],"death,medium,gay medium,talking to spirits,hope",
Longest Third Date,Yes,2023-04-18,8200000,1221.0,6.4,['Documentary'],world,"When Matt and Khani match on Hinge, sparks fly. They spontaneously fly to Costa Rica for their third date - and get stuck as the world shuts down in March 2020. An extended stay in paradise becomes the ultimate test of compatibility."
Lost Bullet // Balle perdue,Yes,2020-06-19,8200000,13807.0,6.3,"['Action', 'Crime', 'Thriller']","police,french police,france,one against many,one man army","A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops."
Mr. Iglesias: Part 1,Yes,2019-06-21,8200000,,,"['Short', 'Comedy', 'Crime']",,
My Golden Life // 황금빛 내 인생,No,,8200000,488.0,7.4,"['Comedy', 'Drama', 'Romance']",,"A woman has a chance for success, but falls into a bottomless pit of her life. She looks for ways to find happiness through her circumstance."
My Hero Academia: Season 2 // 僕のヒーローアカデミア: シーズン2,No,,8200000,74841.0,8.3,"['Animation', 'Action', 'Adventure']","superhero action,superhero adventure,supernatural power,late night,anti hero",A superhero-admiring boy without any powers enrolls in a prestigious hero academy and learns what it really means to be a hero.
Pedal to Metal: Season 1 // Dale gas: Temporada 1,No,2022-03-16,8200000,,,"['Animation', 'Short', 'Action']","ringling,computer animation,car chase,rock n roll,80s rock","What if the road to an 80&apos;s hair metal concert was just as exhilarating as the concert itself? Join two super fans, Brock and Roxy, as they race through an action-packed rock-and-roll themed desert to see their favorite band befor..."
Pokémon Master Journeys: The Series: Part 3,No,2022-05-26,8200000,432.0,7.6,"['Animation', 'Action', 'Adventure']",comic,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they&apos;re on a journey to adventure."
Ride Along 2,No,,8200000,62111.0,5.9,"['Action', 'Comedy', 'Crime']","male protagonist,acura,bentley the car,buick automobile,ford motor company","As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who&apos;s supplying the dealers of Atlanta with product."
Savage Beauty: Season 1,Yes,2022-05-12,8200000,15.0,8.4,"['Fantasy', 'Music', 'Romance']","year in title,2010s,2000s,2020s,number in title",
Snowpiercer: Season 2,No,2021-01-26,8200000,,,,,
Teenage Parents: Season 3 // 어른들은 모르는 고딩엄빠: 시즌3,No,,8200000,,,,,
The Fairly OddParents: Season 1,No,,8200000,11869.0,8.4,['Short'],,
The Ranch: Part 7,Yes,2019-09-13,8200000,353.0,6.2,"['Animation', 'Action', 'Adventure']","part two,based on manga,knight,kingdom,based on anime series",
The Secret: Dare to Dream,No,,8200000,16729.0,6.5,"['Drama', 'Romance']","hurricane,new orleans louisiana,fish buyer,boyfriend girlfriend relationship,restaurant manager","A feature film adaptation of the self-help book, &apos;The Secret&apos;, which focuses on the power of positive thinking."
The Starling,Yes,2021-09-24,8200000,1716.0,6.7,['Drama'],"christian fundamentalism,coming of age,youth pastor,youth group,sexual awakening",17-year-old Jem Starling struggles with her place within her Christian fundamentalist community. But everything changes when her magnetic youth pastor Owen returns to their church.
The Wedding Date,No,,8200000,55655.0,6.1,"['Comedy', 'Romance']","cricket the sport,female director,female filmmaker,bare chested male,male underwear",
Wave Makers: Season 1 // 人選之人—造浪者: 第 1 季 // 人选之人：造浪者: 第 1 季,Yes,2023-04-28,8200000,,,,,
We Lost Our Human,Yes,2023-03-21,8200000,16.0,5.2,['Drama'],,"Follows Ewa, a translator in her mid-thirties, and Eryk, a Cervantes specialist teaching at a university"
When the Camellia Blooms: Season 1 // 동백꽃 필 무렵: 시즌 1,Yes,2019-09-18,8200000,133.0,5.5,"['Animation', 'Musical', 'Short']","featurette,cartoon,cartoon short,one reeler,rat","The mice will loot the kitchen. The roaches also get into the act. A rat menaces the lead mouse couple, until the cat returns."
White Lines: Season 1,Yes,2020-05-15,8200000,124.0,5.1,"['Short', 'War']","doctor,title spoken by character","A young intern is drafted and placed in the Army Medical Corps as a buck private and is none too happy about it. Injured, he is placed in the hospital, and a Major comes by and explains how army doctors make important advances in ..."
A Walk Among the Tombstones,No,,8100000,126175.0,6.5,"['Action', 'Crime', 'Drama']","violence,drug dealer,revenge,murder of wife,ex cop",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
Barbie: It Takes Two: Season 1,No,,8100000,65.0,9.0,['Short'],,
City of God // Cidade de Deus,No,,8100000,788338.0,8.6,"['Crime', 'Drama']","photographer,slum,gang,brazil,favela","In the slums of Rio, two kids&apos; paths diverge as one struggles to become a photographer and the other a kingpin."
Elite Squad // Tropa de Elite,No,,8100000,108578.0,8.0,"['Action', 'Crime', 'Drama']","police,rio de janeiro brazil,favela,drug traffic,police training","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
Escape Room: Tournament Of Champions,No,,8100000,57572.0,5.7,"['Action', 'Adventure', 'Horror']","escape room,puzzles,puzzle,quicksand,game of death","Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they&apos;ve all played the g..."
Floor Is Lava: Season 1,Yes,2020-06-19,8100000,79.0,6.1,"['Short', 'Comedy']","floor is lava game,lava",
"Game Over, Man!",Yes,2018-03-23,8100000,32720.0,5.4,"['Action', 'Comedy']","gay,closeted homosexual,gay couple,male frontal nudity,male nudity",
Gotham: Season 2,No,,8100000,,,,,
Human Playground: Season 1,Yes,2022-09-30,8100000,841.0,6.9,['Documentary'],social documentary,"This docuseries explores the origins and evolution of play across the globe, from age-old rituals to billion-dollar businesses."
I Now Pronounce You Chuck and Larry,No,,8100000,152603.0,5.9,"['Comedy', 'Romance']","posing as a gay couple,insurance,womanizer,hand gesture imitating sex,camera focus on cleavage","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
InuYasha: Season 4 // 犬夜叉: 第4期,No,,8100000,,,,,
La Caza: Season 2,No,,8100000,14.0,8.8,"['Drama', 'Music']","year in title,2010s,2000s,2020s,tragedy",
Like Father,Yes,2018-08-03,8100000,22693.0,6.1,"['Comedy', 'Drama']","father daughter relationship,f word,reference to google,two word title,bare chested male","After she&apos;s left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
MerPeople: Limited Series,Yes,2023-05-23,8100000,,,,,
Miracles from Heaven,No,,8100000,27794.0,7.1,"['Biography', 'Drama', 'Family']","christian film,christianity,christian,hospital,falling into a hole",
Mister Trot: Season 2 // 미스터트롯: 시즌2,No,,8100000,,,['Short'],,
Molang: Season 4,No,,8100000,968.0,7.6,"['Comedy', 'Drama', 'Music']",thailand,"The story takes place at the College of Music, Mahidol University over one year and covers the three seasons that Bangkok typically experiences - summer, winter and monsoon. It chronicles the life of a young high school student, P..."
My Little Pony: Friendship Is Magic: Season 2,No,,8100000,,,,,
My Neighbor Totoro // となりのトトロ,No,,8100000,367648.0,8.1,"['Animation', 'Comedy', 'Family']","sister sister relationship,studio ghibli,father daughter relationship,sick mother,child protagonist","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
No One Gets Out Alive,Yes,2021-09-29,8100000,20035.0,5.4,"['Drama', 'Horror', 'Mystery']","search,house,escape,vision,nightmare","After being forced to take a room in a boardinghouse, an immigrant in search of the American Dream finds herself in a nightmare she can&apos;t escape."
Notting Hill,No,,8100000,333649.0,7.2,"['Comedy', 'Drama', 'Romance']","dating,park,hotel,fake reporter,friendship",The life of a simple bookshop owner changes when he meets the most famous film star in the world.
Octonauts: Season 2,No,,8100000,8.0,6.4,"['Animation', 'Adventure', 'Comedy']",,The Octonauts find an unusual sea star on the beach.
